firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace,
DERIK,41,2.439,95.122,2.439,0,0,0,
DERON,33,0,90.909,9.091,0,0,0,
DERRICK,598,3.01,55.351,35.117,5.686,0.502,0.334,
DESIREE,329,11.55,71.429,12.462,3.343,0.304,0.912,
DESMOND,95,7.368,49.474,35.789,6.316,0,1.053,
DESPINA,36,2.778,97.222,0,0,0,0,
DEVIN,323,1.238,89.164,5.882,3.406,0.31,0,
DEVON,207,2.415,85.024,11.111,1.449,0,0,
DEWAYNE,113,0,73.451,24.779,0.885,0,0.885,
DEWEY,117,0.855,90.598,5.128,2.564,0.855,0,
DEWITT,32,0,84.375,15.625,0,0,0,
DEXTER,130,3.077,36.923,41.538,17.692,0,0.769,
DIAN,86,1.163,81.395,4.651,11.628,0,1.163,
DIANA,3626,11.142,83.591,1.903,2.923,0.248,0.193,
DIANE,7305,1.643,94.47,2.464,1.246,0.096,0.082,
DIANN,138,0.725,91.304,7.246,0.725,0,0,
DIANNA,479,5.01,88.1,5.428,1.044,0.209,0.209,
DIANNE,1243,1.287,92.116,5.068,1.287,0.08,0.161,
DICK,75,2.667,73.333,0,24,0,0,
DIEGO,198,83.333,15.152,0,1.01,0,0.505,
DIEM,35,0,2.857,0,97.143,0,0,
DIEP,47,0,2.128,0,95.745,0,2.128,
DIETER,62,0,98.387,0,1.613,0,0,
DIEU,20,0,0,0,100,0,0,
DIGNA,30,73.333,10,0,16.667,0,0,
DILIP,64,1.563,31.25,0,65.625,1.563,0,
DILLON,47,0,91.489,4.255,4.255,0,0,
DIMITRI,67,2.985,89.552,5.97,1.493,0,0,
DIMITRIOS,59,1.695,96.61,1.695,0,0,0,
DINA,493,9.939,84.584,2.231,2.84,0.406,0,
DINAH,73,2.74,79.452,6.849,10.959,0,0,
DINESH,93,1.075,19.355,0,77.419,1.075,1.075,
DINH,46,2.174,0,0,97.826,0,0,
DINO,133,3.008,89.474,1.504,6.015,0,0,
DION,102,6.863,68.627,21.569,2.941,0,0,
DIONISIO,37,45.946,8.108,0,45.946,0,0,
DIONNE,78,3.846,53.846,39.744,2.564,0,0,
DIPAK,45,2.222,15.556,0,82.222,0,0,
DIRK,202,0.495,98.02,0.99,0.495,0,0,
DIXIE,253,1.186,96.443,1.581,0.395,0.395,0,
DMITRI,38,2.632,94.737,2.632,0,0,0,
DMITRIY,85,0,98.824,0,1.176,0,0,
DMITRY,90,1.111,98.889,0,0,0,0,
DO,22,0,0,0,100,0,0,
DOAN,30,0,3.333,0,96.667,0,0,
DOLLY,77,2.597,62.338,6.494,25.974,1.299,1.299,
DOLORES,1071,21.475,70.308,4.669,3.081,0.187,0.28,
DOMENIC,108,0.926,97.222,0,1.852,0,0,
DOMENICK,30,0,100,0,0,0,0,
DOMENICO,59,5.085,94.915,0,0,0,0,
DOMINGO,151,74.172,7.285,1.325,17.219,0,0,
DOMINIC,574,4.878,89.199,1.568,4.355,0,0,
DOMINICK,250,2,94.8,1.2,1.6,0,0.4,
DOMINIQUE,137,7.299,72.993,16.058,2.92,0,0.73,
DON,1253,0.798,87.63,3.831,7.422,0.239,0.08,
DONA,171,0.585,94.737,1.17,2.339,0,1.17,
DONAL,39,0,100,0,0,0,0,
DONALD,12058,0.722,95.057,3.251,0.722,0.166,0.083,
DONATO,40,12.5,70,0,17.5,0,0,
DONG,188,0,2.66,0,97.34,0,0,
DONITA,60,0,86.667,13.333,0,0,0,
DONN,98,3.061,93.878,0,2.041,0,1.02,
DONNA,8969,1.126,95.083,2.609,0.937,0.1,0.145,
DONNELL,48,0,47.917,52.083,0,0,0,
DONNIE,244,0.82,83.197,13.115,2.049,0.82,0,
DONNY,52,0,78.846,7.692,13.462,0,0,
DONOVAN,135,2.963,79.259,15.556,2.222,0,0,
DORA,386,48.446,38.86,7.772,4.663,0.259,0,
DORCAS,38,5.263,63.158,21.053,10.526,0,0,
DOREEN,633,2.686,89.415,5.213,2.054,0.316,0.316,
DORENE,86,5.814,88.372,3.488,1.163,0,1.163,
DORI,74,1.351,93.243,1.351,2.703,0,1.351,
DORIAN,78,7.692,71.795,19.231,0,0,1.282,
DORINA,16,0,100,0,0,0,0,
DORINDA,55,1.818,85.455,5.455,3.636,1.818,1.818,
DORIS,1332,6.306,76.276,13.438,3.378,0.225,0.375,
DORIT,18,0,100,0,0,0,0,
DORON,27,0,100,0,0,0,0,
DOROTA,62,1.613,95.161,0,3.226,0,0,
DOROTHEA,120,0.833,80.833,15,2.5,0,0.833,
DOROTHY,2573,1.71,82.86,13.175,1.671,0.35,0.233,
DOUG,438,0.913,95.89,0.228,2.968,0,0,
DOUGLAS,8505,0.788,96.767,1.211,1.011,0.082,0.141,
DOUGLASS,53,0,96.226,1.887,1.887,0,0,
DOV,24,0,100,0,0,0,0,
DOYLE,146,0,95.89,2.74,1.37,0,0,
DRAGAN,35,0,97.143,0,2.857,0,0,
DRAKE,30,0,93.333,3.333,3.333,0,0,
DREW,436,1.835,97.706,0.459,0,0,0,
DRU,31,0,100,0,0,0,0,
DUANE,1152,0.608,92.188,5.556,1.389,0.174,0.087,
DUC,160,0.625,1.875,0,96.875,0,0.625,
DUDLEY,58,1.724,82.759,12.069,3.448,0,0,
DUKE,47,4.255,61.702,0,31.915,0,2.128,
DULCE,79,77.215,13.924,1.266,7.595,0,0,
DUNCAN,145,0.69,93.103,6.207,0,0,0,
DUNG,213,0.469,2.347,0,96.714,0,0.469,
DUONG,38,0,5.263,0,94.737,0,0,
DUSTIN,1179,0.848,97.116,0.254,1.187,0.424,0.17,
DUSTY,76,1.316,97.368,0,1.316,0,0,
DUY,41,0,2.439,0,97.561,0,0,
DWAIN,49,0,83.673,16.327,0,0,0,
DWAINE,36,2.778,86.111,11.111,0,0,0,
DWAYNE,488,0.82,74.795,23.156,0.82,0.41,0,
DWIGHT,624,1.122,79.006,16.667,3.045,0,0.16,
DYAN,39,2.564,89.744,5.128,2.564,0,0,
DYLAN,202,0.99,94.059,1.485,3.465,0,0,
DZUNG,25,0,0,0,100,0,0,
EARL,977,0.716,83.828,13.408,1.842,0.102,0.102,
EARLE,64,0,90.625,6.25,3.125,0,0,
EARLENE,47,0,74.468,23.404,2.128,0,0,
EARLINE,33,0,48.485,48.485,3.03,0,0,
EARNEST,89,0,56.18,40.449,2.247,0,1.124,
EARNESTINE,31,0,16.129,83.871,0,0,0,
EBONY,58,3.448,5.172,87.931,1.724,1.724,0,
ED,134,4.478,84.328,0.746,8.955,0.746,0.746,
EDDIE,694,12.536,50.144,24.64,12.248,0.144,0.288,
EDDY,108,34.259,45.37,12.963,7.407,0,0,
EDEN,67,7.463,53.731,13.433,20.896,1.493,2.985,
EDGAR,851,50.059,38.778,3.878,6.58,0.47,0.235,
EDGARDO,124,50.806,10.484,0,38.71,0,0,
EDIE,34,2.941,94.118,0,0,0,2.941,
EDILBERTO,37,40.541,10.811,0,48.649,0,0,
EDISON,52,32.692,36.538,15.385,13.462,1.923,0,
EDITH,624,16.667,69.551,9.455,4.006,0.16,0.16,
EDMOND,205,2.927,73.659,7.805,15.61,0,0,
EDMUND,454,4.846,83.7,4.185,7.048,0,0.22,
EDMUNDO,63,65.079,15.873,0,19.048,0,0,
EDNA,460,11.957,61.087,12.609,13.478,0.435,0.435,
EDUARD,70,4.286,91.429,0,2.857,1.429,0,
EDUARDO,911,78.814,10.428,0.329,10.318,0,0.11,
EDWARD,10112,4.144,89.221,3.422,2.937,0.148,0.129,
EDWIN,1479,19.675,67.41,4.665,7.978,0.068,0.203,
EDWINA,88,3.409,59.091,26.136,11.364,0,0,
EDYTA,19,0,100,0,0,0,0,
EFFIE,46,2.174,69.565,17.391,10.87,0,0,
EFRAIN,213,93.427,5.634,0,0.939,0,0,
EFREN,149,75.168,6.04,0,18.792,0,0,
EILEEN,2031,2.068,94.485,0.935,2.314,0.098,0.098,
EKATERINA,35,0,100,0,0,0,0,
ELAINA,49,2.041,91.837,4.082,2.041,0,0,
ELAINE,2364,2.073,87.775,4.484,5.499,0.085,0.085,
ELANA,61,3.279,88.525,6.557,1.639,0,0,
ELBA,64,87.5,10.938,0,1.563,0,0,
ELBERT,97,3.093,52.577,37.113,7.216,0,0,
ELDA,54,64.815,29.63,5.556,0,0,0,
ELDEN,30,0,86.667,6.667,6.667,0,0,
ELDON,116,0,99.138,0,0.862,0,0,
ELEANOR,707,3.536,82.603,7.355,6.223,0,0.283,
ELEANORE,30,10,80,0,6.667,0,3.333,
ELEAZAR,51,90.196,5.882,1.961,1.961,0,0,
ELEFTHERIOS,20,0,100,0,0,0,0,
ELENA,712,27.107,65.028,0.983,6.461,0.14,0.281,
ELENI,59,0,94.915,5.085,0,0,0,
ELEONORA,34,8.824,88.235,0,2.941,0,0,
ELI,201,10.945,81.095,5.97,1.99,0,0,
ELIA,89,74.157,24.719,1.124,0,0,0,
ELIANA,31,54.839,41.935,3.226,0,0,0,
ELIAS,311,48.232,43.73,4.502,3.215,0.322,0,
ELIDA,56,87.5,12.5,0,0,0,0,
ELIE,48,6.25,89.583,2.083,2.083,0,0,
ELIJAH,98,3.061,55.102,36.735,4.082,0,1.02,
ELIN,18,0,100,0,0,0,0,
ELINOR,56,0,92.857,3.571,3.571,0,0,
ELIO,32,40.625,59.375,0,0,0,0,
ELIOT,46,13.043,82.609,0,4.348,0,0,
ELISA,404,25.495,65.842,1.98,6.436,0.248,0,
ELISABETH,448,2.679,96.205,0.223,0.67,0.223,0,
ELISE,320,0.938,93.75,3.438,1.25,0.313,0.313,
ELISEO,103,87.379,1.942,0,10.68,0,0,
ELISHA,87,6.897,83.908,9.195,0,0,0,
ELISSA,136,3.676,95.588,0,0,0.735,0,
ELIZA,94,11.702,60.638,17.021,9.574,1.064,0,
ELIZABETH,12737,5.967,90.547,1.523,1.759,0.102,0.102,
ELKE,49,0,100,0,0,0,0,
ELLA,237,1.688,67.511,25.738,3.797,1.266,0,
ELLEN,2744,0.729,94.971,1.239,2.915,0.109,0.036,
ELLIE,56,8.929,76.786,1.786,12.5,0,0,
ELLIOT,191,5.236,85.34,6.283,3.141,0,0,
ELLIOTT,201,0.995,82.587,12.438,3.483,0.498,0,
ELLIS,120,2.5,73.333,23.333,0.833,0,0,
ELLYN,49,0,93.878,0,6.122,0,0,
ELMA,62,33.871,33.871,12.903,19.355,0,0,
ELMER,320,20.937,63.75,7.5,6.875,0.625,0.313,
ELOISA,55,63.636,21.818,1.818,12.727,0,0,
ELOISE,86,13.953,63.953,18.605,2.326,0,1.163,
ELOY,84,88.095,7.143,1.19,2.381,1.19,0,
ELPIDIO,35,48.571,22.857,0,28.571,0,0,
ELSA,291,56.014,32.99,4.124,6.529,0.344,0,
ELSIE,221,10.86,66.968,14.027,6.787,0.905,0.452,
ELTON,77,0,71.429,24.675,2.597,1.299,0,
ELVA,133,71.429,27.068,0.752,0.752,0,0,
ELVIA,138,89.13,7.246,2.899,0.725,0,0,
ELVIN,83,30.12,49.398,13.253,7.229,0,0,
ELVIRA,239,50.209,30.962,3.766,14.644,0,0.418,
ELVIS,84,44.048,21.429,23.81,9.524,0,1.19,
ELWIN,16,0,100,0,0,0,0,
ELWOOD,69,1.449,84.058,14.493,0,0,0,
ELYSE,107,1.869,93.458,1.869,1.869,0,0.935,
ELYSSA,19,0,100,0,0,0,0,
ELZBIETA,62,3.226,95.161,1.613,0,0,0,
EMAD,54,1.852,77.778,1.852,16.667,1.852,0,
EMANUEL,128,18.75,57.813,21.094,2.344,0,0,
EMERSON,52,9.615,67.308,1.923,17.308,3.846,0,
EMERY,58,3.448,84.483,8.621,1.724,1.724,0,
EMIL,183,2.732,93.443,1.093,2.186,0.546,0,
EMILE,69,7.246,73.913,18.841,0,0,0,
EMILEE,33,0,96.97,0,3.03,0,0,
EMILIA,128,46.875,46.094,0.781,6.25,0,0,
EMILIANO,48,72.917,12.5,0,14.583,0,0,
EMILIE,98,1.02,92.857,1.02,5.102,0,0,
EMILIO,195,74.359,21.026,1.026,3.077,0,0.513,
EMILY,2809,1.673,92.026,1.709,4.201,0.142,0.249,
EMMA,532,24.436,54.511,14.098,6.203,0.752,0,
EMMANUEL,295,24.746,28.475,27.458,19.322,0,0,
EMMETT,94,1.064,78.723,18.085,1.064,1.064,0,
EMORY,50,2,88,10,0,0,0,
ENEDINA,27,100,0,0,0,0,0,
ENID,49,12.245,73.469,14.286,0,0,0,
ENRICO,59,15.254,69.492,3.39,11.864,0,0,
ENRIQUE,658,89.362,6.383,0,4.255,0,0,
ENRIQUETA,35,77.143,14.286,0,8.571,0,0,
EPIFANIO,33,84.848,3.03,0,12.121,0,0,
ERAN,20,0,100,0,0,0,0,
ERASMO,41,90.244,9.756,0,0,0,0,
ERIC,10840,2.97,89.53,3.727,3.496,0.129,0.148,
ERICA,1414,9.335,80.057,8.699,1.627,0.212,0.071,
ERICH,194,1.546,97.423,0.515,0.515,0,0,
ERICK,320,30,61.875,4.063,3.75,0.313,0,
ERICKA,134,20.896,52.985,26.119,0,0,0,
ERIK,1674,5.018,92.533,1.314,1.016,0.119,0,
ERIKA,948,18.46,73.523,6.224,1.266,0.105,0.422,
ERIN,3413,0.938,97.949,0.469,0.439,0.117,0.088,
ERINN,37,0,91.892,5.405,2.703,0,0,
ERLINDA,130,10,13.077,0,76.154,0,0.769,
ERMA,82,3.659,62.195,30.488,3.659,0,0,
ERNEST,1390,9.281,75.252,11.871,3.094,0.288,0.216,
ERNESTINA,51,82.353,9.804,5.882,1.961,0,0,
ERNESTINE,112,11.607,44.643,41.071,1.786,0.893,0,
ERNESTO,574,77.7,7.666,0.871,13.763,0,0,
ERNIE,133,24.06,59.398,3.008,12.03,0.752,0.752,
ERNST,36,0,66.667,33.333,0,0,0,
ERROL,93,1.075,43.011,49.462,5.376,1.075,0,
ERVIN,97,7.216,70.103,22.68,0,0,0,
ERWIN,157,13.376,55.414,5.096,25.478,0,0.637,
ERYN,32,0,96.875,3.125,0,0,0,
ESMERALDA,134,82.836,9.701,1.493,5.97,0,0,
ESPERANZA,209,84.211,8.134,0.478,7.177,0,0,
ESSIE,34,2.941,14.706,79.412,2.941,0,0,
ESTEBAN,178,89.326,7.865,0,2.809,0,0,
ESTELA,157,82.166,10.828,0.637,5.732,0,0.637,
ESTELLA,95,52.632,28.421,12.632,5.263,0,1.053,
ESTELLE,82,4.878,85.366,9.756,0,0,0,
ESTER,60,33.333,41.667,8.333,16.667,0,0,
ESTHER,878,25.513,52.961,10.364,10.364,0.569,0.228,
ESTRELLA,52,32.692,13.462,0,53.846,0,0,
ETHAN,257,1.556,94.163,0.389,3.502,0,0.389,
ETHEL,278,4.317,60.791,28.777,5.036,0.719,0.36,
ETTA,45,2.222,64.444,28.889,2.222,0,2.222,
EUGENE,2189,2.741,84.651,6.67,5.71,0.046,0.183,
EUGENIA,226,18.584,70.796,6.195,4.425,0,0,
EUGENIO,102,74.51,17.647,0,7.843,0,0,
EULA,46,0,50,50,0,0,0,
EULALIA,34,67.647,29.412,0,2.941,0,0,
EUN,134,0.746,2.239,0,96.269,0,0.746,
EUNICE,222,11.261,43.694,22.523,21.622,0.901,0,
EUSEBIO,59,83.051,6.78,3.39,6.78,0,0,
EVA,898,20.824,67.595,5.234,5.902,0.223,0.223,
EVAN,651,1.69,94.931,1.229,1.997,0,0.154,
EVANGELINA,100,83,14,0,3,0,0,
EVANGELINE,139,12.95,41.727,7.914,35.971,0.719,0.719,
EVANGELOS,27,0,100,0,0,0,0,
EVANS,30,3.333,56.667,40,0,0,0,
EVE,164,3.659,92.073,0.61,3.659,0,0,
EVELIA,46,97.826,2.174,0,0,0,0,
EVELINA,34,32.353,61.765,0,5.882,0,0,
EVELYN,1379,13.706,66.497,11.313,7.832,0.218,0.435,
EVERARDO,58,96.552,3.448,0,0,0,0,
EVERETT,296,0.676,86.824,9.797,2.365,0,0.338,
EVETTE,32,18.75,43.75,37.5,0,0,0,
EVONNE,49,0,79.592,18.367,2.041,0,0,
EWA,100,1,98,0,1,0,0,
EYAL,21,0,100,0,0,0,0,
EZEQUIEL,72,95.833,4.167,0,0,0,0,
EZRA,54,0,77.778,16.667,5.556,0,0,
FABIAN,113,66.372,23.009,7.08,3.54,0,0,
FABIO,56,32.143,66.071,1.786,0,0,0,
FABIOLA,85,81.176,16.471,2.353,0,0,0,
FADI,45,0,88.889,0,11.111,0,0,
FAE,15,0,100,0,0,0,0,
FAISAL,47,2.128,44.681,0,51.064,2.128,0,
FAITH,384,1.823,88.021,5.99,3.385,0.521,0.26,
FAN,54,0,3.704,0,96.296,0,0,
FANG,56,0,0,0,100,0,0,
FANNIE,60,1.667,25,66.667,6.667,0,0,
FANNY,70,41.429,21.429,0,37.143,0,0,
FARAH,57,3.509,57.895,10.526,28.07,0,0,
FARHAD,64,0,76.563,0,23.438,0,0,
FARIBORZ,17,0,100,0,0,0,0,
FARID,56,1.786,73.214,1.786,21.429,1.786,0,
FARIDA,33,3.03,39.394,3.03,51.515,3.03,0,
FARRAH,45,2.222,68.889,15.556,13.333,0,0,
FATIMA,142,21.127,48.592,7.042,21.127,1.408,0.704,
FAUSTINO,65,84.615,10.769,1.538,3.077,0,0,
FAUSTO,62,83.871,16.129,0,0,0,0,
FAWN,31,3.226,96.774,0,0,0,0,
FAY,146,0,80.822,7.534,10.959,0,0.685,
FAYE,329,0.912,81.459,10.638,6.687,0.304,0,
FE,56,23.214,12.5,0,64.286,0,0,
FEDERICO,156,75,15.385,0.641,8.333,0,0.641,
FEI,46,0,2.174,0,97.826,0,0,
FELECIA,47,2.128,31.915,65.957,0,0,0,
FELICE,58,3.448,87.931,8.621,0,0,0,
FELICIA,448,7.589,56.027,33.259,2.455,0.446,0.223,
FELICIANO,48,62.5,20.833,0,16.667,0,0,
FELICITAS,42,66.667,11.905,2.381,19.048,0,0,
FELIPE,413,90.557,3.632,0.726,4.6,0.484,0,
FELIX,504,55.952,27.579,6.944,9.127,0.397,0,
FEN,18,0,0,0,100,0,0,
FENG,134,1.493,0.746,0,97.761,0,0,
FERDINAND,101,17.822,38.614,3.96,39.604,0,0,
FERMIN,67,88.06,4.478,0,7.463,0,0,
FERN,72,0,90.278,6.944,1.389,1.389,0,
FERNANDA,47,25.532,70.213,4.255,0,0,0,
FERNANDO,983,78.637,14.852,0.61,5.799,0.102,0,
FIDEL,177,90.395,4.52,1.13,3.39,0.565,0,
FIDENCIO,30,90,6.667,0,3.333,0,0,
FILIBERTO,52,92.308,7.692,0,0,0,0,
FILOMENA,56,17.857,58.929,0,23.214,0,0,
FIONA,107,0.935,86.916,2.804,9.346,0,0,
FLAVIA,33,33.333,54.545,6.061,6.061,0,0,
FLAVIO,51,86.275,13.725,0,0,0,0,
FLETCHER,30,0,80,20,0,0,0,
FLOR,88,82.955,12.5,0,4.545,0,0,
FLORA,181,24.309,46.961,11.05,17.68,0,0,
FLORENCE,505,1.98,75.248,13.861,8.515,0.396,0,
FLORENCIO,53,71.698,9.434,0,18.868,0,0,
FLORENTINO,62,80.645,4.839,0,14.516,0,0,
FLORIAN,41,4.878,92.683,0,2.439,0,0,
FLORIN,31,3.226,96.774,0,0,0,0,
FLOYD,501,0.998,82.834,12.974,2.595,0.2,0.399,
FONDA,35,0,88.571,11.429,0,0,0,
FORD,16,0,100,0,0,0,0,
FOREST,58,0,91.379,5.172,3.448,0,0,
FORREST,256,0.391,95.313,3.125,1.172,0,0,
FRAN,90,0,96.667,1.111,1.111,0,1.111,
FRANCES,2026,6.96,83.81,5.726,2.962,0.247,0.296,
FRANCESCA,142,4.225,92.254,2.817,0.704,0,0,
FRANCESCO,121,2.479,97.521,0,0,0,0,
FRANCINE,409,2.934,86.308,8.802,1.222,0.244,0.489,
FRANCIS,2114,2.271,88.269,3.075,6.197,0.095,0.095,
FRANCISCA,198,82.828,7.576,4.04,5.556,0,0,
FRANCISCO,1884,87.898,8.652,0.159,3.291,0,0,
FRANCO,89,17.978,75.281,3.371,3.371,0,0,
FRANCOIS,61,1.639,78.689,14.754,4.918,0,0,
FRANK,6611,7.003,86.855,2.904,2.859,0.287,0.091,
FRANKIE,179,10.615,67.598,15.642,5.587,0.559,0,
FRANKLIN,723,8.99,74.827,9.129,6.639,0.138,0.277,
FRANKLYN,35,17.143,68.571,11.429,2.857,0,0,
FRANZ,38,13.158,81.579,0,5.263,0,0,
FRED,1773,3.892,87.874,4.738,3.046,0.169,0.282,
FREDA,102,1.961,81.373,14.706,1.961,0,0,
FREDDIE,214,12.617,44.393,36.449,5.607,0,0.935,
FREDDY,123,62.602,26.829,6.504,4.065,0,0,
FREDERIC,201,2.488,91.542,2.985,2.985,0,0,
FREDERICK,2397,0.918,89.487,6.675,2.67,0.083,0.167,
FREDRIC,104,0,98.077,1.923,0,0,0,
FREDRICK,281,1.068,82.918,14.235,0.712,1.068,0,
FREDY,59,84.746,8.475,0,6.78,0,0,
FRIEDA,49,2.041,81.633,6.122,10.204,0,0,
FRIEDRICH,18,0,100,0,0,0,0,
FRITZ,51,1.961,76.471,17.647,3.922,0,0,
FU,33,3.03,0,0,96.97,0,0,
GABINO,37,97.297,2.703,0,0,0,0,
GABRIEL,1051,49.286,45.956,2.188,2.284,0,0.285,
GABRIELA,294,62.585,36.395,0.34,0,0.34,0.34,
GABRIELE,65,4.615,95.385,0,0,0,0,
GABRIELLA,71,12.676,85.915,0,0,0,1.408,
GABRIELLE,199,2.513,89.95,5.528,0.503,0.503,1.005,
GAETANO,63,0,98.413,0,1.587,0,0,
GAIL,2620,0.573,93.473,4.16,1.641,0,0.153,
GALE,325,1.231,89.538,6.462,2.462,0.308,0,
GALEN,145,1.379,93.793,1.379,3.448,0,0,
GALINA,131,0,98.473,0,1.527,0,0,
GANESH,65,1.538,20,0,78.462,0,0,
GANG,76,0,1.316,0,98.684,0,0,
GAREN,18,0,100,0,0,0,0,
GARETH,49,2.041,87.755,2.041,6.122,0,2.041,
GARLAND,97,1.031,83.505,15.464,0,0,0,
GARNET,35,2.857,80,17.143,0,0,0,
GARRET,72,0,88.889,1.389,9.722,0,0,
GARRETT,476,1.261,92.437,2.311,3.782,0.21,0,
GARRICK,39,0,79.487,7.692,10.256,2.564,0,
GARRISON,20,0,100,0,0,0,0,
GARRY,425,0.941,92.471,4,2.588,0,0,
GARTH,152,0,90.789,7.237,1.316,0,0.658,
GARY,12141,0.799,95.396,1.68,1.903,0.091,0.132,
GASPAR,31,77.419,16.129,0,6.452,0,0,
GAURAV,49,0,18.367,0,79.592,2.041,0,
GAUTAM,38,5.263,15.789,0,76.316,2.632,0,
GAVIN,204,1.961,90.686,1.961,4.902,0.49,0,
GAY,166,0,94.578,2.41,2.41,0,0.602,
GAYE,74,2.703,94.595,2.703,0,0,0,
GAYLA,118,1.695,94.068,3.39,0,0.847,0,
GAYLE,916,1.092,94.76,2.62,1.31,0,0.218,
GAYLEN,21,0,100,0,0,0,0,
GAYLENE,41,0,100,0,0,0,0,
GAYLORD,39,0,94.872,2.564,0,0,2.564,
GE,19,0,0,0,100,0,0,
GEETA,65,0,29.231,1.538,67.692,0,1.538,
GEETHA,37,0,16.216,2.703,81.081,0,0,
GEMMA,57,8.772,54.386,1.754,35.088,0,0,
GENA,127,3.15,90.551,3.937,2.362,0,0,
GENARO,86,90.698,3.488,0,5.814,0,0,
GENE,868,1.267,89.862,4.378,4.147,0.115,0.23,
GENEVA,140,2.857,67.143,27.143,1.429,0.714,0.714,
GENEVIEVE,301,8.306,81.728,3.654,5.316,0.997,0,
GENNADY,31,0,100,0,0,0,0,
GENNARO,44,2.273,97.727,0,0,0,0,
GENOVEVA,51,72.549,15.686,0,11.765,0,0,
GEOFF,90,1.111,97.778,0,1.111,0,0,
GEOFFREY,1066,0.938,95.779,0.844,2.345,0,0.094,
GEORG,19,0,100,0,0,0,0,
GEORGE,9261,4.708,86.945,4.891,3.088,0.194,0.173,
GEORGENE,37,2.703,94.595,2.703,0,0,0,
GEORGETTE,95,2.105,82.105,13.684,2.105,0,0,
GEORGI,18,0,100,0,0,0,0,
GEORGIA,563,3.197,86.323,9.236,0.888,0.355,0,
GEORGIANA,41,4.878,87.805,4.878,2.439,0,0,
GEORGIANNA,37,5.405,89.189,0,0,2.703,2.703,
GEORGINA,178,41.573,48.876,6.742,2.247,0.562,0,
GERALD,4331,1.247,93.373,3.671,1.408,0.162,0.139,
GERALDINE,973,5.653,78.109,12.847,3.186,0.103,0.103,
GERALYN,82,1.22,93.902,1.22,0,0,3.659,
GERARD,852,2.347,91.315,3.756,2.23,0,0.352,
GERARDO,603,86.235,8.458,0,5.307,0,0,
GERD,19,0,100,0,0,0,0,
GERHARD,72,1.389,98.611,0,0,0,0,
GERI,137,0.73,97.08,2.19,0,0,0,
GERMAINE,52,7.692,75,15.385,1.923,0,0,
GERMAN,154,81.818,15.584,0.649,1.948,0,0,
GERONIMO,45,75.556,6.667,0,15.556,2.222,0,
GERRI,66,1.515,95.455,3.03,0,0,0,
GERRIE,15,0,100,0,0,0,0,
GERRY,191,4.712,85.864,5.236,4.188,0,0,
GERTRUDE,168,2.381,72.619,22.619,1.786,0,0.595,
GHASSAN,48,0,89.583,0,10.417,0,0,
GHEORGHE,36,0,100,0,0,0,0,
GIA,43,4.651,69.767,11.628,13.953,0,0,
GIANCARLO,31,22.581,77.419,0,0,0,0,
GIANG,41,0,0,0,100,0,0,
GIAO,17,0,0,0,100,0,0,
GIDEON,42,2.381,83.333,4.762,9.524,0,0,
GIGI,55,7.273,74.545,3.636,14.545,0,0,
GIL,113,23.894,53.982,0,22.124,0,0,
GILBERT,777,32.947,56.757,4.633,5.148,0.386,0.129,
GILBERTO,295,91.864,7.458,0.339,0.339,0,0,
GILDA,101,31.683,52.475,10.891,4.95,0,0,
GILDARDO,34,91.176,8.824,0,0,0,0,
GILES,41,2.439,95.122,0,2.439,0,0,
GILLES,26,0,100,0,0,0,0,
GILLIAN,151,1.325,88.742,7.947,1.987,0,0,
GINA,2124,3.814,90.301,2.542,3.202,0.094,0.047,
GINETTE,31,0,64.516,32.258,3.226,0,0,
GINGER,478,0.628,94.77,2.092,1.674,0.628,0.209,
GINNY,52,1.923,96.154,0,0,0,1.923,
GINO,108,8.333,87.037,0,4.63,0,0,
GIOVANNA,61,14.754,80.328,1.639,1.639,1.639,0,
GIOVANNI,183,22.404,69.399,2.732,4.918,0.546,0,
GIRISH,50,0,8,0,90,2,0,
GISELA,80,35,63.75,0,1.25,0,0,
GISELE,46,8.696,71.739,17.391,2.174,0,0,
GISELLE,53,32.075,56.604,9.434,1.887,0,0,
GITA,40,0,37.5,0,62.5,0,0,
GIULIO,21,0,100,0,0,0,0,
GIUSEPPE,170,4.118,94.118,0.588,0.588,0.588,0,
GIUSEPPINA,25,0,100,0,0,0,0,
GLADYS,446,34.081,41.704,18.834,5.381,0,0,
GLEN,1283,0.701,94.154,1.325,3.741,0,0.078,
GLENDA,799,6.008,81.477,9.512,2.503,0.375,0.125,
GLENN,2798,0.715,91.994,3.074,3.753,0.179,0.286,
GLENNA,126,0.794,93.651,3.175,1.587,0,0.794,
GLENNON,19,0,100,0,0,0,0,
GLORIA,2752,26.926,55.342,12.5,4.76,0.218,0.254,
GLORY,30,0,83.333,13.333,3.333,0,0,
GLYNN,38,0,86.842,10.526,2.632,0,0,
GONZALO,208,92.788,6.25,0,0.962,0,0,
GOPAL,48,0,12.5,0,87.5,0,0,
GORAN,41,0,100,0,0,0,0,
GORDANA,26,0,100,0,0,0,0,
GORDON,1379,0.435,92.966,1.668,4.423,0.363,0.145,
GRACE,1136,6.602,64.965,6.338,21.919,0.176,0,
GRACIE,48,18.75,41.667,35.417,2.083,2.083,0,
GRACIELA,256,85.547,14.063,0.391,0,0,0,
GRADY,125,2.4,87.2,10.4,0,0,0,
GRAEME,55,0,100,0,0,0,0,
